STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total
UTTAR PRADESH,2012,Educational Standard - Graduate,1203,15,1218,2731,93,2824,9,0,9,0,0,0,3943,108,4051
UTTAR PRADESH,2012,Educational Standard - Post-Graduate,395,3,398,731,45,776,2,0,2,0,0,0,1128,48,1176
UTTAR PRADESH,2012,Educational Standard - Holding technical degree/diploma etc,88,0,88,299,5,304,0,0,0,0,0,0,387,5,392
UTTARANCHAL,2001,Educational Standard,506,3,509,1718,63,1781,0,0,0,0,0,0,2224,66,2290
UTTARANCHAL,2001,Educational Standard - Illiterate,128,3,131,709,38,747,0,0,0,0,0,0,837,41,878
UTTARANCHAL,2001,Educational Standard - Below Class X,214,0,214,495,18,513,0,0,0,0,0,0,709,18,727
UTTARANCHAL,2001,Educational Standard - Class X and above but below graduate,142,0,142,427,7,434,0,0,0,0,0,0,569,7,576
UTTARANCHAL,2001,Educational Standard - Graduate,13,0,13,58,0,58,0,0,0,0,0,0,71,0,71
UTTARANCHAL,2001,Educational Standard - Post-Graduate,9,0,9,23,0,23,0,0,0,0,0,0,32,0,32
UTTARANCHAL,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6
UTTARANCHAL,2002,Educational Standard,645,12,657,1652,50,1702,0,0,0,0,0,0,2297,62,2359
UTTARANCHAL,2002,Educational Standard - Illiterate,167,9,176,800,24,824,0,0,0,0,0,0,967,33,1000
UTTARANCHAL,2002,Educational Standard - Below Class X,258,3,261,602,20,622,0,0,0,0,0,0,860,23,883
UTTARANCHAL,2002,Educational Standard - Class X and above but below graduate,185,0,185,152,6,158,0,0,0,0,0,0,337,6,343
UTTARANCHAL,2002,Educational Standard - Graduate,19,0,19,80,0,80,0,0,0,0,0,0,99,0,99
UTTARANCHAL,2002,Educational Standard - Post-Graduate,16,0,16,18,0,18,0,0,0,0,0,0,34,0,34
UTTARANCHAL,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2003,Educational Standard,693,12,705,1672,47,1719,5,0,5,2,0,2,2372,59,2431
UTTARANCHAL,2003,Educational Standard - Illiterate,165,8,173,500,26,526,0,0,0,2,0,2,667,34,701
UTTARANCHAL,2003,Educational Standard - Below Class X,337,4,341,697,18,715,5,0,5,0,0,0,1039,22,1061
UTTARANCHAL,2003,Educational Standard - Class X and above but below graduate,161,0,161,439,3,442,0,0,0,0,0,0,600,3,603
UTTARANCHAL,2003,Educational Standard - Graduate,21,0,21,23,0,23,0,0,0,0,0,0,44,0,44
UTTARANCHAL,2003,Educational Standard - Post-Graduate,9,0,9,10,0,10,0,0,0,0,0,0,19,0,19
UTTARANCHAL,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
UTTARANCHAL,2004,Educational Standard,729,21,750,1527,83,1610,5,0,5,0,0,0,2261,104,2365
UTTARANCHAL,2004,Educational Standard - Illiterate,209,8,217,176,42,218,0,0,0,0,0,0,385,50,435
UTTARANCHAL,2004,Educational Standard - Below Class X,257,6,263,732,26,758,2,0,2,0,0,0,991,32,1023
UTTARANCHAL,2004,Educational Standard - Class X and above but below graduate,240,7,247,456,12,468,3,0,3,0,0,0,699,19,718
UTTARANCHAL,2004,Educational Standard - Graduate,12,0,12,42,3,45,0,0,0,0,0,0,54,3,57
UTTARANCHAL,2004,Educational Standard - Post-Graduate,4,0,4,65,0,65,0,0,0,0,0,0,69,0,69
UTTARANCHAL,2004,Educational Standard - Holding technical degree/diploma etc,7,0,7,56,0,56,0,0,0,0,0,0,63,0,63
UTTARANCHAL,2005,Educational Standard,751,14,765,1544,34,1578,2,0,2,5,0,5,2302,48,2350
UTTARANCHAL,2005,Educational Standard - Illiterate,95,6,101,325,16,341,0,0,0,0,0,0,420,22,442
UTTARANCHAL,2005,Educational Standard - Below Class X,403,7,410,813,16,829,2,0,2,5,0,5,1223,23,1246
UTTARANCHAL,2005,Educational Standard - Class X and above but below graduate,183,1,184,349,2,351,0,0,0,0,0,0,532,3,535
UTTARANCHAL,2005,Educational Standard - Graduate,44,0,44,42,0,42,0,0,0,0,0,0,86,0,86
UTTARANCHAL,2005,Educational Standard - Post-Graduate,25,0,25,11,0,11,0,0,0,0,0,0,36,0,36
UTTARANCHAL,2005,Educational Standard - Holding technical degree/diploma etc,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
UTTARANCHAL,2006,Educational Standard,890,17,907,1685,52,1737,0,0,0,0,0,0,2575,69,2644
UTTARANCHAL,2006,Educational Standard - Illiterate,299,7,306,473,18,491,0,0,0,0,0,0,772,25,797
UTTARANCHAL,2006,Educational Standard - Below Class X,301,7,308,633,25,658,0,0,0,0,0,0,934,32,966
UTTARANCHAL,2006,Educational Standard - Class X and above but below graduate,194,3,197,427,9,436,0,0,0,0,0,0,621,12,633
UTTARANCHAL,2006,Educational Standard - Graduate,58,0,58,81,0,81,0,0,0,0,0,0,139,0,139
UTTARANCHAL,2006,Educational Standard - Post-Graduate,34,0,34,37,0,37,0,0,0,0,0,0,71,0,71
UTTARANCHAL,2006,Educational Standard - Holding technical degree/diploma etc,4,0,4,34,0,34,0,0,0,0,0,0,38,0,38
UTTARANCHAL,2007,Educational Standard,1020,28,1048,1607,54,1661,0,0,0,0,0,0,2627,82,2709
UTTARANCHAL,2007,Educational Standard - Illiterate,296,13,309,386,17,403,0,0,0,0,0,0,682,30,712
UTTARANCHAL,2007,Educational Standard - Below Class X,435,12,447,831,33,864,0,0,0,0,0,0,1266,45,1311
UTTARANCHAL,2007,Educational Standard - Class X and above but below graduate,188,3,191,307,4,311,0,0,0,0,0,0,495,7,502
UTTARANCHAL,2007,Educational Standard - Graduate,64,0,64,56,0,56,0,0,0,0,0,0,120,0,120
UTTARANCHAL,2007,Educational Standard - Post-Graduate,23,0,23,14,0,14,0,0,0,0,0,0,37,0,37
UTTARANCHAL,2007,Educational Standard - Holding technical degree/diploma etc,14,0,14,13,0,13,0,0,0,0,0,0,27,0,27
UTTARANCHAL,2008,Educational Standard,1187,35,1222,1927,85,2012,0,0,0,0,0,0,3114,120,3234
UTTARANCHAL,2008,Educational Standard - Illiterate,325,2,327,695,37,732,0,0,0,0,0,0,1020,39,1059
UTTARANCHAL,2008,Educational Standard - Below Class X,425,8,433,317,28,345,0,0,0,0,0,0,742,36,778
UTTARANCHAL,2008,Educational Standard - Class X and above but below graduate,300,17,317,670,11,681,0,0,0,0,0,0,970,28,998
UTTARANCHAL,2008,Educational Standard - Graduate,87,6,93,135,8,143,0,0,0,0,0,0,222,14,236
UTTARANCHAL,2008,Educational Standard - Post-Graduate,40,2,42,70,1,71,0,0,0,0,0,0,110,3,113
UTTARANCHAL,2008,Educational Standard - Holding technical degree/diploma etc,10,0,10,40,0,40,0,0,0,0,0,0,50,0,50
UTTARANCHAL,2009,Educational Standard,1239,44,1283,2148,76,2224,0,0,0,0,0,0,3387,120,3507
UTTARANCHAL,2009,Educational Standard - Illiterate,413,20,433,419,28,447,0,0,0,0,0,0,832,48,880
UTTARANCHAL,2009,Educational Standard - Below Class X,414,19,433,1143,41,1184,0,0,0,0,0,0,1557,60,1617
UTTARANCHAL,2009,Educational Standard - Class X and above but below graduate,347,5,352,470,5,475,0,0,0,0,0,0,817,10,827
UTTARANCHAL,2009,Educational Standard - Graduate,40,0,40,78,2,80,0,0,0,0,0,0,118,2,120
UTTARANCHAL,2009,Educational Standard - Post-Graduate,17,0,17,25,0,25,0,0,0,0,0,0,42,0,42
UTTARANCHAL,2009,Educational Standard - Holding technical degree/diploma etc,8,0,8,13,0,13,0,0,0,0,0,0,21,0,21
UTTARANCHAL,2010,Educational Standard,1400,56,1456,2029,58,2087,0,0,0,0,0,0,3429,114,3543
UTTARANCHAL,2010,Educational Standard - Illiterate,372,18,390,502,21,523,0,0,0,0,0,0,874,39,913
UTTARANCHAL,2010,Educational Standard - Below Class X,556,30,586,918,31,949,0,0,0,0,0,0,1474,61,1535
UTTARANCHAL,2010,Educational Standard - Class X and above but below graduate,410,8,418,473,6,479,0,0,0,0,0,0,883,14,897
UTTARANCHAL,2010,Educational Standard - Graduate,45,0,45,118,0,118,0,0,0,0,0,0,163,0,163
UTTARANCHAL,2010,Educational Standard - Post-Graduate,11,0,11,13,0,13,0,0,0,0,0,0,24,0,24
UTTARANCHAL,2010,Educational Standard - Holding technical degree/diploma etc,6,0,6,5,0,5,0,0,0,0,0,0,11,0,11
UTTARANCHAL,2011,Educational Standard,1486,67,1553,1640,68,1708,0,0,0,0,0,0,3126,135,3261
UTTARANCHAL,2011,Educational Standard - Illiterate,549,22,571,628,28,656,0,0,0,0,0,0,1177,50,1227
UTTARANCHAL,2011,Educational Standard - Below Class X,430,30,460,456,25,481,0,0,0,0,0,0,886,55,941
UTTARANCHAL,2011,Educational Standard - Class X and above but below graduate,412,6,418,437,7,444,0,0,0,0,0,0,849,13,862
UTTARANCHAL,2011,Educational Standard - Graduate,58,7,65,70,4,74,0,0,0,0,0,0,128,11,139
UTTARANCHAL,2011,Educational Standard - Post-Graduate,30,2,32,40,3,43,0,0,0,0,0,0,70,5,75
UTTARANCHAL,2011,Educational Standard - Holding technical degree/diploma etc,7,0,7,9,1,10,0,0,0,0,0,0,16,1,17
UTTARANCHAL,2012,Educational Standard,1605,68,1673,1781,81,1862,0,0,0,0,0,0,3386,149,3535
UTTARANCHAL,2012,Educational Standard - Illiterate,498,19,517,595,26,621,0,0,0,0,0,0,1093,45,1138
UTTARANCHAL,2012,Educational Standard - Below Class X,510,31,541,538,35,573,0,0,0,0,0,0,1048,66,1114
UTTARANCHAL,2012,Educational Standard - Class X and above but below graduate,482,7,489,510,9,519,0,0,0,0,0,0,992,16,1008
UTTARANCHAL,2012,Educational Standard - Graduate,69,8,77,79,5,84,0,0,0,0,0,0,148,13,161
UTTARANCHAL,2012,Educational Standard - Post-Graduate,37,3,40,48,4,52,0,0,0,0,0,0,85,7,92
UTTARANCHAL,2012,Educational Standard - Holding technical degree/diploma etc,9,0,9,11,2,13,0,0,0,0,0,0,20,2,22
WEST BENGAL,2001,Educational Standard,2401,106,2507,9293,429,9722,21,1,22,96,0,96,11811,536,12347
WEST BENGAL,2001,Educational Standard - Illiterate,934,46,980,4161,236,4397,7,0,7,69,0,69,5171,282,5453
WEST BENGAL,2001,Educational Standard - Below Class X,1104,40,1144,4135,170,4305,12,1,13,27,0,27,5278,211,5489
WEST BENGAL,2001,Educational Standard - Class X and above but below graduate,269,19,288,842,19,861,1,0,1,0,0,0,1112,38,1150
WEST BENGAL,2001,Educational Standard - Graduate,70,1,71,139,4,143,1,0,1,0,0,0,210,5,215
WEST BENGAL,2001,Educational Standard - Post-Graduate,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
WEST BENGAL,2001,Educational Standard - Holding technical degree/diploma etc,7,0,7,16,0,16,0,0,0,0,0,0,23,0,23
WEST BENGAL,2002,Educational Standard,2472,139,2611,15314,722,16036,1,0,1,94,1,95,17881,862,18743
WEST BENGAL,2002,Educational Standard - Illiterate,1030,103,1133,7008,442,7450,0,0,0,76,0,76,8114,545,8659
WEST BENGAL,2002,Educational Standard - Below Class X,1028,24,1052,6560,240,6800,1,0,1,16,1,17,7605,265,7870
WEST BENGAL,2002,Educational Standard - Class X and above but below graduate,360,10,370,1477,39,1516,0,0,0,2,0,2,1839,49,1888
WEST BENGAL,2002,Educational Standard - Graduate,49,2,51,229,1,230,0,0,0,0,0,0,278,3,281
WEST BENGAL,2002,Educational Standard - Post-Graduate,3,0,3,13,0,13,0,0,0,0,0,0,16,0,16
WEST BENGAL,2002,Educational Standard - Holding technical degree/diploma etc,2,0,2,27,0,27,0,0,0,0,0,0,29,0,29
WEST BENGAL,2003,Educational Standard,3182,268,3450,12134,623,12757,3,0,3,79,0,79,15398,891,16289
WEST BENGAL,2003,Educational Standard - Illiterate,1367,181,1548,5789,328,6117,0,0,0,55,0,55,7211,509,7720
WEST BENGAL,2003,Educational Standard - Below Class X,1284,77,1361,4898,215,5113,0,0,0,20,0,20,6202,292,6494
WEST BENGAL,2003,Educational Standard - Class X and above but below graduate,419,8,427,1157,68,1225,3,0,3,1,0,1,1580,76,1656
WEST BENGAL,2003,Educational Standard - Graduate,103,2,105,271,12,283,0,0,0,3,0,3,377,14,391
WEST BENGAL,2003,Educational Standard - Post-Graduate,5,0,5,14,0,14,0,0,0,0,0,0,19,0,19
WEST BENGAL,2003,Educational Standard - Holding technical degree/diploma etc,4,0,4,5,0,5,0,0,0,0,0,0,9,0,9
WEST BENGAL,2004,Educational Standard,3334,186,3520,12102,688,12790,0,0,0,6,3,9,15442,877,16319
WEST BENGAL,2004,Educational Standard - Illiterate,1317,96,1413,4971,387,5358,0,0,0,3,3,6,6291,486,6777
WEST BENGAL,2004,Educational Standard - Below Class X,1366,72,1438,5404,246,5650,0,0,0,0,0,0,6770,318,7088
WEST BENGAL,2004,Educational Standard - Class X and above but below graduate,480,14,494,1426,51,1477,0,0,0,3,0,3,1909,65,1974
WEST BENGAL,2004,Educational Standard - Graduate,163,4,167,277,4,281,0,0,0,0,0,0,440,8,448
WEST BENGAL,2004,Educational Standard - Post-Graduate,7,0,7,17,0,17,0,0,0,0,0,0,24,0,24
WEST BENGAL,2004,Educational Standard - Holding technical degree/diploma etc,1,0,1,7,0,7,0,0,0,0,0,0,8,0,8
WEST BENGAL,2005,Educational Standard,3628,220,3848,13005,1012,14017,56,2,58,209,26,235,16898,1260,18158
WEST BENGAL,2005,Educational Standard - Illiterate,1280,98,1378,4712,527,5239,0,0,0,58,17,75,6050,642,6692
WEST BENGAL,2005,Educational Standard - Below Class X,1521,97,1618,6219,362,6581,21,0,21,121,9,130,7882,468,8350
WEST BENGAL,2005,Educational Standard - Class X and above but below graduate,504,21,525,1690,116,1806,25,1,26,26,0,26,2245,138,2383
WEST BENGAL,2005,Educational Standard - Graduate,301,4,305,352,7,359,8,0,8,4,0,4,665,11,676
WEST BENGAL,2005,Educational Standard - Post-Graduate,20,0,20,27,0,27,2,1,3,0,0,0,49,1,50
WEST BENGAL,2005,Educational Standard - Holding technical degree/diploma etc,2,0,2,5,0,5,0,0,0,0,0,0,7,0,7
WEST BENGAL,2006,Educational Standard,3647,229,3876,13289,803,14092,0,0,0,205,20,225,17141,1052,18193
WEST BENGAL,2006,Educational Standard - Illiterate,567,71,638,3685,386,4071,0,0,0,121,12,133,4373,469,4842
WEST BENGAL,2006,Educational Standard - Below Class X,2329,122,2451,7627,349,7976,0,0,0,76,7,83,10032,478,10510
WEST BENGAL,2006,Educational Standard - Class X and above but below graduate,564,27,591,1533,55,1588,0,0,0,6,1,7,2103,83,2186
WEST BENGAL,2006,Educational Standard - Graduate,163,8,171,358,12,370,0,0,0,2,0,2,523,20,543
WEST BENGAL,2006,Educational Standard - Post-Graduate,21,0,21,71,1,72,0,0,0,0,0,0,92,1,93
WEST BENGAL,2006,Educational Standard - Holding technical degree/diploma etc,3,1,4,15,0,15,0,0,0,0,0,0,18,1,19
WEST BENGAL,2007,Educational Standard,4134,211,4345,12959,1002,13961,0,0,0,239,53,292,17332,1266,18598
WEST BENGAL,2007,Educational Standard - Illiterate,1303,42,1345,3514,444,3958,0,0,0,93,29,122,4910,515,5425
WEST BENGAL,2007,Educational Standard - Below Class X,2160,130,2290,7582,499,8081,0,0,0,144,24,168,9886,653,10539
WEST BENGAL,2007,Educational Standard - Class X and above but below graduate,565,36,601,1485,51,1536,0,0,0,2,0,2,2052,87,2139
WEST BENGAL,2007,Educational Standard - Graduate,95,2,97,334,6,340,0,0,0,0,0,0,429,8,437
WEST BENGAL,2007,Educational Standard - Post-Graduate,6,0,6,26,1,27,0,0,0,0,0,0,32,1,33
WEST BENGAL,2007,Educational Standard - Holding technical degree/diploma etc,5,1,6,18,1,19,0,0,0,0,0,0,23,2,25
WEST BENGAL,2008,Educational Standard,5637,344,5981,13059,1052,14111,0,0,0,111,27,138,18807,1423,20230
WEST BENGAL,2008,Educational Standard - Illiterate,1821,189,2010,4925,620,5545,0,0,0,43,13,56,6789,822,7611
WEST BENGAL,2008,Educational Standard - Below Class X,2821,131,2952,6202,334,6536,0,0,0,68,13,81,9091,478,9569
WEST BENGAL,2008,Educational Standard - Class X and above but below graduate,746,17,763,1458,79,1537,0,0,0,0,0,0,2204,96,2300
WEST BENGAL,2008,Educational Standard - Graduate,224,6,230,397,17,414,0,0,0,0,1,1,621,24,645
WEST BENGAL,2008,Educational Standard - Post-Graduate,15,1,16,36,2,38,0,0,0,0,0,0,51,3,54
WEST BENGAL,2008,Educational Standard - Holding technical degree/diploma etc,10,0,10,41,0,41,0,0,0,0,0,0,51,0,51
WEST BENGAL,2009,Educational Standard,5514,405,5919,10774,691,11465,1,2,3,182,17,199,16471,1115,17586
WEST BENGAL,2009,Educational Standard - Illiterate,1721,218,1939,3661,377,4038,0,2,2,110,12,122,5492,609,6101
WEST BENGAL,2009,Educational Standard - Below Class X,3018,155,3173,5415,262,5677,1,0,1,72,5,77,8506,422,8928
WEST BENGAL,2009,Educational Standard - Class X and above but below graduate,585,24,609,1350,38,1388,0,0,0,0,0,0,1935,62,1997
WEST BENGAL,2009,Educational Standard - Graduate,164,6,170,285,10,295,0,0,0,0,0,0,449,16,465
WEST BENGAL,2009,Educational Standard - Post-Graduate,16,2,18,34,4,38,0,0,0,0,0,0,50,6,56
WEST BENGAL,2009,Educational Standard - Holding technical degree/diploma etc,10,0,10,29,0,29,0,0,0,0,0,0,39,0,39
WEST BENGAL,2010,Educational Standard,5397,381,5778,11625,736,12361,1,0,1,343,36,379,17366,1153,18519
WEST BENGAL,2010,Educational Standard - Illiterate,2432,225,2657,3929,405,4334,0,0,0,275,26,301,6636,656,7292
WEST BENGAL,2010,Educational Standard - Below Class X,2112,127,2239,5480,250,5730,1,0,1,68,10,78,7661,387,8048
WEST BENGAL,2010,Educational Standard - Class X and above but below graduate,663,20,683,1671,71,1742,0,0,0,0,0,0,2334,91,2425
WEST BENGAL,2010,Educational Standard - Graduate,150,9,159,476,10,486,0,0,0,0,0,0,626,19,645
WEST BENGAL,2010,Educational Standard - Post-Graduate,22,0,22,44,0,44,0,0,0,0,0,0,66,0,66
WEST BENGAL,2010,Educational Standard - Holding technical degree/diploma etc,18,0,18,25,0,25,0,0,0,0,0,0,43,0,43
WEST BENGAL,2011,Educational Standard,5298,362,5660,12804,763,13567,5,0,5,244,32,276,18351,1157,19508
WEST BENGAL,2011,Educational Standard - Illiterate,1598,187,1785,4297,382,4679,1,0,1,154,18,172,6050,587,6637
WEST BENGAL,2011,Educational Standard - Below Class X,2691,132,2823,5842,289,6131,2,0,2,65,13,78,8600,434,9034
WEST BENGAL,2011,Educational Standard - Class X and above but below graduate,823,35,858,2139,67,2206,2,0,2,25,1,26,2989,103,3092
WEST BENGAL,2011,Educational Standard - Graduate,165,6,171,426,20,446,0,0,0,0,0,0,591,26,617
WEST BENGAL,2011,Educational Standard - Post-Graduate,11,2,13,60,5,65,0,0,0,0,0,0,71,7,78
WEST BENGAL,2011,Educational Standard - Holding technical degree/diploma etc,10,0,10,40,0,40,0,0,0,0,0,0,50,0,50
WEST BENGAL,2012,Educational Standard,5767,404,6171,13106,871,13977,3,0,3,240,40,280,19116,1315,20431
WEST BENGAL,2012,Educational Standard - Illiterate,1925,193,2118,4135,370,4505,1,0,1,70,18,88,6131,581,6712
WEST BENGAL,2012,Educational Standard - Below Class X,2905,150,3055,7045,443,7488,1,0,1,110,15,125,10061,608,10669
WEST BENGAL,2012,Educational Standard - Class X and above but below graduate,722,36,758,1464,45,1509,1,0,1,49,4,53,2236,85,2321
WEST BENGAL,2012,Educational Standard - Graduate,164,19,183,376,7,383,0,0,0,6,1,7,546,27,573
WEST BENGAL,2012,Educational Standard - Post-Graduate,35,3,38,54,4,58,0,0,0,2,1,3,91,8,99
WEST BENGAL,2012,Educational Standard - Holding technical degree/diploma etc,16,3,19,32,2,34,0,0,0,3,1,4,51,6,57
A & N ISLANDS,2001,Educational Standard,214,3,217,165,1,166,0,0,0,0,0,0,379,4,383
A & N ISLANDS,2001,Educational Standard - Illiterate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2001,Educational Standard - Below Class X,14,0,14,8,0,8,0,0,0,0,0,0,22,0,22
A & N ISLANDS,2001,Educational Standard - Class X and above but below graduate,153,2,155,112,1,113,0,0,0,0,0,0,265,3,268
A & N ISLANDS,2001,Educational Standard - Graduate,43,0,43,39,0,39,0,0,0,0,0,0,82,0,82
A & N ISLANDS,2001,Educational Standard - Post-Graduate,4,1,5,6,0,6,0,0,0,0,0,0,10,1,11
A & N ISLANDS,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2002,Educational Standard,133,4,137,190,4,194,0,0,0,0,0,0,323,8,331
A & N ISLANDS,2002,Educational Standard - Illiterate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2002,Educational Standard - Below Class X,18,1,19,30,4,34,0,0,0,0,0,0,48,5,53
A & N ISLANDS,2002,Educational Standard - Class X and above but below graduate,73,2,75,125,0,125,0,0,0,0,0,0,198,2,200
A & N ISLANDS,2002,Educational Standard - Graduate,38,0,38,32,0,32,0,0,0,0,0,0,70,0,70
A & N ISLANDS,2002,Educational Standard - Post-Graduate,4,1,5,3,0,3,0,0,0,0,0,0,7,1,8
A & N ISLANDS,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2003,Educational Standard,90,2,92,203,1,204,0,0,0,0,0,0,293,3,296
A & N ISLANDS,2003,Educational Standard - Illiterate,3,0,3,23,0,23,0,0,0,0,0,0,26,0,26
A & N ISLANDS,2003,Educational Standard - Below Class X,75,1,76,178,1,179,0,0,0,0,0,0,253,2,255
A & N ISLANDS,2003,Educational Standard - Class X and above but below graduate,10,0,10,2,0,2,0,0,0,0,0,0,12,0,12
A & N ISLANDS,2003,Educational Standard - Graduate,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3
A & N ISLANDS,2003,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2004,Educational Standard,54,2,56,164,1,165,0,0,0,0,0,0,218,3,221
A & N ISLANDS,2004,Educational Standard - Illiterate,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
A & N ISLANDS,2004,Educational Standard - Below Class X,48,1,49,142,1,143,0,0,0,0,0,0,190,2,192
A & N ISLANDS,2004,Educational Standard - Class X and above but below graduate,5,0,5,16,0,16,0,0,0,0,0,0,21,0,21
A & N ISLANDS,2004,Educational Standard - Graduate,1,1,2,1,0,1,0,0,0,0,0,0,2,1,3
A & N ISLANDS,2004,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2005,Educational Standard,65,1,66,155,3,158,0,0,0,0,0,0,220,4,224
A & N ISLANDS,2005,Educational Standard - Illiterate,4,0,4,7,1,8,0,0,0,0,0,0,11,1,12
A & N ISLANDS,2005,Educational Standard - Below Class X,46,0,46,137,2,139,0,0,0,0,0,0,183,2,185
A & N ISLANDS,2005,Educational Standard - Class X and above but below graduate,14,0,14,10,0,10,0,0,0,0,0,0,24,0,24
A & N ISLANDS,2005,Educational Standard - Graduate,1,1,2,1,0,1,0,0,0,0,0,0,2,1,3
A & N ISLANDS,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2006,Educational Standard,80,1,81,264,1,265,0,0,0,0,0,0,344,2,346
A & N ISLANDS,2006,Educational Standard - Illiterate,4,0,4,7,1,8,0,0,0,0,0,0,11,1,12
A & N ISLANDS,2006,Educational Standard - Below Class X,61,0,61,246,0,246,0,0,0,0,0,0,307,0,307
A & N ISLANDS,2006,Educational Standard - Class X and above but below graduate,14,0,14,10,0,10,0,0,0,0,0,0,24,0,24
A & N ISLANDS,2006,Educational Standard - Graduate,1,1,2,1,0,1,0,0,0,0,0,0,2,1,3
A & N ISLANDS,2006,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Educational Standard,87,1,88,324,1,325,0,0,0,0,0,0,411,2,413
A & N ISLANDS,2007,Educational Standard - Illiterate,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
A & N ISLANDS,2007,Educational Standard - Below Class X,82,0,82,314,1,315,0,0,0,0,0,0,396,1,397
A & N ISLANDS,2007,Educational Standard - Class X and above but below graduate,3,1,4,7,0,7,0,0,0,0,0,0,10,1,11
A & N ISLANDS,2007,Educational Standard - Graduate,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
A & N ISLANDS,2007,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2007,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Educational Standard,68,0,68,153,0,153,0,0,0,0,0,0,221,0,221
A & N ISLANDS,2008,Educational Standard - Illiterate,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
A & N ISLANDS,2008,Educational Standard - Below Class X,64,0,64,137,0,137,0,0,0,0,0,0,201,0,201
A & N ISLANDS,2008,Educational Standard - Class X and above but below graduate,3,0,3,12,0,12,0,0,0,0,0,0,15,0,15
A & N ISLANDS,2008,Educational Standard - Graduate,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
A & N ISLANDS,2008,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2009,Educational Standard,48,0,48,180,0,180,0,0,0,0,0,0,228,0,228
A & N ISLANDS,2009,Educational Standard - Illiterate,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
A & N ISLANDS,2009,Educational Standard - Below Class X,43,0,43,153,0,153,0,0,0,0,0,0,196,0,196
A & N ISLANDS,2009,Educational Standard - Class X and above but below graduate,4,0,4,22,0,22,0,0,0,0,0,0,26,0,26
A & N ISLANDS,2009,Educational Standard - Graduate,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
A & N ISLANDS,2009,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2009,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2010,Educational Standard,129,0,129,557,2,559,0,0,0,0,0,0,686,2,688
A & N ISLANDS,2010,Educational Standard - Illiterate,4,0,4,7,0,7,0,0,0,0,0,0,11,0,11
A & N ISLANDS,2010,Educational Standard - Below Class X,62,0,62,504,2,506,0,0,0,0,0,0,566,2,568
